"Date";"Channel";"Description";"2nd Description";"Start time";"Duration";"Variable\Target";"Total Individuals";"Podgrupa";"A16-49";"M16-49";"A4-15";"A4-9";
;;;;;;"SHR %";0,194 %;1,449 %;0,351 %;1,988 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,146 %;1,098 %;0,271 %;1,842 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";52 328;52 328;48 043;48 043;0;0;
;;"AUTOPROMOCJA";" ";"15:04:36";"00:00:52";"AMR";6 038;6 038;4 060;4 060;0;0;
;;;;;;"AMR %";0,017 %;0,127 %;0,023 %;0,156 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,070 %;0,505 %;0,117 %;0,650 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,037 %;0,274 %;0,050 %;0,337 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";13 082;13 082;8 797;8 797;0;0;
;;"LOWCY ADRENALINY /SER. DOK AUSTRAL./";" ";"15:05:28";"00:48:04";"AMR";1 642;1 642;216;216;0;0;
;;;;;;"AMR %";0,005 %;0,034 %;0,001 %;0,008 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,018 %;0,132 %;0,006 %;0,034 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,041 %;0,308 %;0,059 %;0,398 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";14 665;14 665;10 380;10 380;0;0;
;;"AUTOPROMOCJA";" ";"15:53:32";"00:02:07";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"BEZ GRANIC /SER.DOK.KAN./";" ";"15:55:39";"00:45:58";"AMR";846;846;846;846;0;0;
;;;;;;"AMR %";0,002 %;0,018 %;0,005 %;0,032 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,008 %;0,061 %;0,022 %;0,130 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,036 %;0,272 %;0,073 %;0,497 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";12 967;12 967;12 967;12 967;0;0;
;;"AUTOPROMOCJA";" ";"16:41:37";"00:03:52";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"SWIATOWA LISTA CUDOW /SER.DOK.USA/";" ";"16:45:29";"00:40:20";"AMR";1 728;1 234;601;107;0;0;
;;;;;;"AMR %";0,005 %;0,026 %;0,003 %;0,004 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,014 %;0,078 %;0,013 %;0,015 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,050 %;0,307 %;0,044 %;0,165 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";18 043;14 617;7 742;4 315;0;0;
;;"AUTOPROMOCJA";" ";"17:25:49";"00:03:57";"AMR";159;0;159;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,001 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,001 %;0,000 %;0,003 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,010 %;0,000 %;0,019 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";3 427;0;3 427;0;0;0;
;;"KUCHNIA FILMOWA /MAG. FILMOWY/";" ";"17:29:46";"00:03:43";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"17:33:29";"00:01:37";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"POMALOWAC SWIAT /SER.DOK.FRA./";" ";"17:35:06";"00:54:29";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"18:29:35";"00:00:52";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"PASJA SPOSOB NA ZYCIE /SER.DOK.POL./";" ";"18:30:27";"00:44:39";"AMR";232;232;232;232;0;0;
;;;;;;"AMR %";0,001 %;0,005 %;0,001 %;0,009 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,002 %;0,012 %;0,004 %;0,024 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,029 %;0,218 %;0,059 %;0,398 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";10 380;10 380;10 380;10 380;0;0;
;;"AUTOPROMOCJA";" ";"19:15:06";"00:00:52";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"LATAWCE W STREFIE GAZY /FILM DOK.PALES.USA/";" ";"19:15:58";"00:51:58";"AMR";997;865;997;865;0;0;
;;;;;;"AMR %";0,003 %;0,018 %;0,006 %;0,033 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,006 %;0,039 %;0,016 %;0,082 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,050 %;0,299 %;0,100 %;0,547 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";17 698;14 271;17 698;14 271;0;0;
;;"AUTOPROMOCJA";" ";"20:07:56";"00:02:22";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"NAJNIEBEZPIECZNIEJSZY ZAWOD SWIATA /DOK.USA/";" ";"20:10:18";"00:43:57";"AMR";45;45;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,001 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,002 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,022 %;0,165 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";7 858;7 858;0;0;0;0;
;;"AUTOPROMOCJA";" ";"20:54:15";"00:05:52";"AMR";7 858;7 858;0;0;0;0;
;;;;;;"AMR %";0,022 %;0,165 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,045 %;0,305 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,022 %;0,165 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";7 858;7 858;0;0;0;0;
;;"PANI SPOD SZOSTKI /FILM DOK.KAN./";" ";"21:00:07";"00:36:52";"AMR";188;188;0;0;0;0;
;;;;;;"AMR %";0,001 %;0,004 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,001 %;0,007 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,022 %;0,165 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";7 858;7 858;0;0;0;0;
;;"AUTOPROMOCJA";" ";"21:36:59";"00:03:07";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"BELLE /FILM DRAM.WLK.BRYT./";" ";"21:40:06";"01:39:30";"AMR";374;374;43;43;0;0;
;;;;;;"AMR %";0,001 %;0,008 %;0,000 %;0,002 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,003 %;0,020 %;0,001 %;0,004 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,043 %;0,320 %;0,024 %;0,165 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";15 272;15 272;4 298;4 298;0;0;
;;"AUTOPROMOCJA";" ";"23:19:36";"00:00:52";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"SEKRETY TELEWIZJI /FILM DOK.USA/";" ";"23:20:28";"01:27:56";"AMR";265;265;265;265;0;0;
;;;;;;"AMR %";0,001 %;0,006 %;0,001 %;0,010 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,005 %;0,034 %;0,010 %;0,057 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,065 %;0,488 %;0,131 %;0,892 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";23 276;23 276;23 276;23 276;0;0;
;;"AUTOPROMOCJA";" ";"24:48:24";"00:01:52";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"TONACY ZAGLOWIEC /FILM DOK.KAN./";" ";"24:50:16";"00:46:34";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"25:36:50";"00:03:07";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"PIENIADZE TO NIE WSZYSTKO /FILM KOM.POL./";" ";"25:39:57";"00:20:03";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;"Canal+ Film [Canal+ Zolty]";"MALE STLUCZKI /FILM OBYCZ.POL./";" ";"02:00:00";"00:41:49";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"02:41:49";"00:03:12";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"MEDIUM /FILM POL./";" ";"02:45:01";"01:30:04";"AMR";1 197;1 197;0;0;0;0;
;;;;;;"AMR %";0,003 %;0,025 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,110 %;0,793 %;0,000 %;0,000 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,020 %;0,150 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";7 148;7 148;0;0;0;0;
;;"AUTOPROMOCJA";" ";"04:15:05";"00:04:57";"AMR";7 148;7 148;0;0;0;0;
;;;;;;"AMR %";0,020 %;0,150 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,863 %;6,287 %;0,000 %;0,000 %;n.a.;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,020 %;0,150 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";7 148;7 148;0;0;0;0;
;;"WTOREK /FILM FAB.POL./";" ";"04:20:02";"01:25:12";"AMR";2 238;2 238;60;60;0;0;
;;;;;;"AMR %";0,006 %;0,047 %;0,000 %;0,002 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,290 %;2,131 %;0,016 %;0,098 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,034 %;0,257 %;0,029 %;0,195 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";12 230;12 230;5 082;5 082;0;0;
;;"AUTOPROMOCJA";" ";"05:45:14";"00:04:57";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"LAPU CAPU /PROG.ROZ./";" ";"05:50:11";"00:04:17";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"05:54:28";"00:01:57";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"05:59:18";"00:00:42";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;n.a.;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"NIE PRZEGAP /ZAPOWIEDZI/";" ";"06:00:00";"00:07:29";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"PROMO";" ";"06:07:29";"00:00:22";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"06:07:51";"00:02:27";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"LAPU CAPU /PROG.ROZ./";" ";"06:10:18";"00:09:12";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"06:19:30";"00:00:57";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"KUCHNIA FILMOWA /MAG. FILMOWY/";" ";"06:20:27";"00:02:51";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"06:23:18";"00:01:57";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"+DE LUX /MAG.MOTO.POL./";" ";"06:25:15";"00:24:52";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"06:50:07";"00:05:12";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AKTUALNOSCI FILMOWE+";" ";"06:55:19";"00:27:15";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"07:22:34";"00:02:42";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"LAPU CAPU EXTRA /PROGR.ROZR.POL./";" ";"07:25:16";"00:27:19";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"07:52:35";"00:02:42";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"WSZYSCY SWIECI /FILM OBYCZ.POL./";" ";"07:55:17";"01:15:21";"AMR";1 493;1 493;1 362;1 362;0;0;
;;;;;;"AMR %";0,004 %;0,031 %;0,008 %;0,052 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,025 %;0,194 %;0,060 %;0,389 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,063 %;0,473 %;0,109 %;0,739 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";22 538;22 538;19 265;19 265;0;0;
;;"AUTOPROMOCJA";" ";"09:10:38";"00:04:42";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AKTUALNOSCI FILMOWE+";" ";"09:15:20";"00:27:15";"AMR";0;0;0;0;0;0;
;;;;;;"AMR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";0;0;0;0;0;0;
;;"AUTOPROMOCJA";" ";"09:42:35";"00:02:27";"AMR";3 143;3 143;0;0;0;0;
;;;;;;"AMR %";0,009 %;0,066 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"SHR %";0,039 %;0,296 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH %  [Not cons. - TH: 0min.]";0,022 %;0,161 %;0,000 %;0,000 %;0,000 %;0,000 %;
;;;;;;"RCH  [Not cons. - TH: 0min.]";7 700;7 700;0;0;0;0;
;;"POJUTRZE /FILM DRAM.USA/";" ";"09:45:02";"01:58:42";"AMR";22 717;14 343;17 015;8 641;231;231;
;;;;;;"AMR %";0,064 %;0,301 %;0,096 %;0,331 %;0,007 %;0,045 %;
